ticker,name,description,sector,industry,revenue_base,revenue_growth,ebitda_margin,ev_ebitda,pe_ratio
ADV,Advantage Solutions Inc.,"Advantage Solutions Inc. provides business solutions to consumer packaged goods companies and retailers in North America, Asia Pacific, and Europe. It operates in three segments: Branded Services, Experiential Services, and Retailer Services. The company offers brokerage services to branded consumer goods manufacturers and retailers; and analytical services, such as retailer point-of-sale, primary market, and shopper research, as well as services, including selling to retailers, retail merchandising, and omni-channel marketing. It also provides supply chain and logistics services; retailers end-to-end solutions that includes private brand strategy, merchandising, retail media, and aisle/shelf optimization; in-store merchandising or reset services; and advisory and agency services. The company was formerly known as Karman Holding Corp. and changed its name to Advantage Solutions Inc. in March 2016. The company was founded in 1987 and is headquartered in Clayton, Missouri.",Communication Services,Advertising Agencies,3526704128,3.094096669189656,0.08952,6.271,
AENT,Alliance Entertainment Holding ,"Alliance Entertainment Holding Corporation operates as a wholesaler, retailer, distributor, and e-commerce provider for the entertainment industry worldwide. The company offers vinyl records, video games, digital video discs, blu-rays, toys, compact discs, collectibles, and other entertainment and consumer products. It also provides third party logistics products and services. Alliance Entertainment Holding Corporation distributes its physical media, entertainment products, hardware, and accessories through multi-channel strategy. The company exports its products. Alliance Entertainment Holding Corporation was founded in 1990 and is headquartered in Plantation, Florida.",Communication Services,Entertainment,1072641024,4.078576197037058,0.02468,13.278,21.434782
AMCX,AMC Networks Inc.,"AMC Networks Inc., an entertainment company, distributes contents in the United States, Europe, and internationally. The company operates through two segments Domestic Operations and International. The Domestic Operations segment operates various programming networks, including the AMC, We tv, BBC AMERICA, IFC, and SundanceTV; provides subscription streaming services comprising Acorn TV, Shudder, Sundance Now, ALLBLK, and HIDIVE, as well as AMC+; and produces and licenses original programming, as well as engages in film distribution business under the IFC Films, RLJ Entertainment Films, and Shudder names. The International segment operates a portfolio of channels under the AMCNI name; and production and comedy venues activities under the Levity name. AMC Networks Inc. was founded in 1980 and is headquartered in New York, New York.",Communication Services,Entertainment,2380086016,2.990346393142217,0.20267999,3.931,
ANGI,Angi Inc.,"Angi Inc. connects home professionals with consumers in the United States and internationally. The company operates through three segments: Ads and Leads; Services; and International. The company provides consumers with tools and resources to help them find local, pre-screened and customer-rated professionals, and refers consumers to independently established home professionals; and connects consumers with professionals in various service categories in its nationwide network through digital marketplace and certain third-party affiliate platforms. It also provides consumers access to online True Cost Guide, which offers project cost information for various project types nationwide, ratings, reviews, and promotions, as well as a library of home services-related content that consists of articles relating to home improvement, repair and maintenance, and tools. In addition, the company sells memberships, term-based website, mobile, magazine advertising, and subscriptions to approved professionals through its salesforce and online channels. Further, it provides pre-priced offerings, pursuant to which consumer requests services through the platform and pay for such services on the platform directly. Additionally, the company owns and operates international businesses that connect consumers with home professionals under HomeStars, MyBuilder, MyHammer, Travaux, and Werkspot home services marketplaces. It operates under various brands, including Angi, HomeAdvisor, and Handy. The company was formerly known as ANGI Homeservices Inc. and changed its name to Angi Inc. in March 2021. The company was founded in 1995 and is headquartered in Denver, Colorado. Angi Inc operates independently of IAC Inc. as of March 31, 2025.",Communication Services,Internet Content & Information,1125634944,2.6858934477225844,0.101210006,8.018,15.398058
ATNI,"ATN International, Inc.","ATN International, Inc., through its subsidiaries, provides digital infrastructure and communications services to residential, business, and government customers in the United States, Guyana, the US Virgin Islands, Bermuda, and internationally. It operates through International Telecom and US Telecom segments. The company offers fixed data and voice telecommunication services comprising fiber broadband and data solutions; carrier telecommunication services consisting of the leasing of tower and transport facilities, wholesale roaming and long-distance voice services, site maintenance, and international long-distance services; and mobile telecommunication services over wireless networks. It also provides information technology managed services, such as network, application, infrastructure, and hosting services; and repairs and sells handsets and other accessories. The company was formerly known as Atlantic Tele-Network, Inc. and changed its name to ATN International, Inc. in June 2016. ATN International, Inc. was founded in 1987 and is headquartered in Beverly, Massachusetts.",Communication Services,Telecom Services,721574976,2.8629399231238692,0.24465999,5.95,
BBGI,"Beasley Broadcast Group, Inc.","Beasley Broadcast Group, Inc., a multi-platform media company, owns and operates radio stations in the United States. It operates in two segments, Audio and Digital. The company offers local and national advertisers integrated marketing solutions across audio, digital, and event platforms. Beasley Broadcast Group, Inc. was founded in 1961 and is based in Naples, Florida.",Communication Services,Broadcasting,234823728,3.318172782497559,0.0859,13.836,
GLIBA,"GCI Liberty, Inc. - Series A GC","GCI Liberty, Inc., through its subsidiaries, provides a range of data, wireless, video, voice, and managed services to residential customers, businesses, governmental entities, and educational and medical institutions in Alaska. It offers its products under the GCI brand name. GCI Liberty, Inc. was formerly known as GCI, LLC. The company was founded in 1979 and is based in Englewood, Colorado.",Communication Services,Telecom Services,1037000000,,0.35776,5.271,11.118243
GLIBK,"GCI Liberty, Inc. - Series C GC","GCI Liberty, Inc., through its subsidiaries, provides a range of data, wireless, video, voice, and managed services to residential customers, businesses, governmental entities, and educational and medical institutions in Alaska. It offers its products under the GCI brand name. GCI Liberty, Inc. was formerly known as GCI, LLC. The company was founded in 1979 and is based in Englewood, Colorado.",Communication Services,Telecom Services,1037000000,,0.35776,5.244,11.0
GMHS,Gamehaus Holdings Inc.,"Gamehaus Holdings Inc., a technology-driven mobile game publishing company, distributes mobile games created by its developer partners across gaming markets worldwide. It engages in sale of virtual items associated with mobile games, as well as advertisements within mobile games. The company is based in Shanghai, China.",Communication Services,Electronic Gaming & Multimedia,119023024,,0.043860003,12.635,16.444445
