ticker,name,description,sector,industry,revenue_base,revenue_growth,ebitda_margin,ev_ebitda,pe_ratio
AEP,American Electric Power Company,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources; owns, operates, maintains, and invests in transmission infrastructure; and engages in wholesale energy trading and marketing business. It operates approximately 225,000 circuit miles of distribution lines that delivers electricity to 5.6 million customers; 40,000 circuit miles of transmission lines; and 23,000 MWs of regulated owned generating capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio.",Utilities,Utilities - Regulated Electric,20666699776,3.513168238993711,0.4148,12.607,16.678415
ARTNA,Artesian Resources Corporation,"Artesian Resources Corporation provides water, wastewater, and other services in Delaware, Maryland, and Pennsylvania. The company distributes and sells water to residential, commercial, industrial, governmental, municipal, and utility customers, as well as for public and private fire protection in the states of Delaware, Maryland, and Pennsylvania; and offers wastewater collection, treatment infrastructure, and wastewater services to customers in Delaware. It provides contract water and wastewater services; water, sewer, and internal service line protection plans; and wastewater management services, as well as design, construction, and engineering services. In addition, the company offers services to other water utilities; owns real estate properties, including land for office buildings, a water treatment plant, and wastewater facility; and provides design, installation, maintenance, and repair services related to existing or proposed storm water management systems. As of December 31, 2024, it served customers in Delaware, Maryland, and Pennsylvania through 1,491 miles of transmission and distribution mains. The company was founded in 1905 and is headquartered in Newark, Delaware.",Utilities,Utilities - Regulated Water,109294000,3.452982398956975,0.43904,10.702,15.778847
